,AtBat,Inning,Batter,Pitcher,Outs,Bases,Score,Play,PitchSeq,lastEvent,LI,RE,WE,WPA,RE24,Year,Game,InningNum
5441,72,▲ 9,B Crawford,G Holland,2,___,7-2,Brandon Crawford singled to right (Fly).,"Foul Ball, Single",Single,0.01,0.1,99.9%,0.001,0.12,2014,2, 9
5442,73,▲ 9,B Crawford,G Holland,2,1__,7-2,Brandon Crawford advanced on defensive indifference to 2B.,,Stolen Base,0.04,0.22,99.9%,0.0,0.09,2014,2, 9
5443,74,▲ 9,G Blanco,G Holland,2,_2_,7-2,Gregor Blanco out on a dropped third strike.,"Ball, Foul Ball, Called Strike, Dropped Third Strike",Dropped Third Strike,0.04,0.31,100.0%,-0.001,-0.31,2014,2, 9
5444,1,▲ 1,A Escobar,S Matz,0,___,0-0,Alcides Escobar singled to center (Grounder).,"Swinging Strike, Ball, Swinging Strike, Single",Single,0.87,0.42,46.3%,0.037,0.36,2015,4, 1
5445,2,▲ 1,B Zobrist,S Matz,0,1__,0-0,Ben Zobrist struck out swinging. Alcides Escobar out at second.,"Called Strike, Pickoff Throw (First Base), Ball, Foul Bunt, Pickoff Throw (First Base), Strikeout Swinging",Strikeout,1.55,0.78,53.5%,-0.072,-0.7,2015,4, 1
5446,3,▲ 1,L Cain,S Matz,2,___,0-0,Lorenzo Cain flied out to right.,"Called Strike, Ball, Ball, Swinging Strike, Fly Out",Fly Out,0.39,0.08,54.4%,-0.009,-0.08,2015,4, 1
5447,4,▼ 1,C Granderson,C Young,0,___,0-0,Curtis Granderson grounded out to second.,"Ball, Ball, Called Strike, Ball, Foul Ball, Ground Out",Ground Out,0.87,0.42,52.4%,-0.021,-0.2,2015,4, 1
5448,5,▼ 1,D Wright,C Young,1,___,0-0,David Wright flied out to left.,Fly Out,Fly Out,0.6,0.22,50.9%,-0.014,-0.13,2015,4, 1
5449,6,▼ 1,D Murphy,C Young,2,___,0-0,Daniel Murphy flied out to right.,"Ball, Ball, Fly Out, No Result",No Result,0.39,0.08,50.0%,-0.009,-0.08,2015,4, 1
5450,7,▲ 2,E Hosmer,S Matz,0,___,0-0,Eric Hosmer struck out swinging.,"Ball, Called Strike, Called Strike, Strikeout Swinging",Strikeout,0.93,0.42,52.2%,-0.022,-0.2,2015,4, 2
5451,8,▲ 2,M Moustakas,S Matz,1,___,0-0,Mike Moustakas grounded out to third.,"Called Strike, Ball, Foul Ball, Ball, Foul Ball, Foul Ball, Ground Out",Ground Out,0.63,0.22,53.7%,-0.015,-0.13,2015,4, 2
5452,9,▲ 2,S Perez,S Matz,2,___,0-0,Salvador Perez singled to left (Grounder).,"Called Strike, Called Strike, Single",Single,0.41,0.08,52.5%,0.013,0.11,2015,4, 2
5453,10,▲ 2,A Gordon,S Matz,2,1__,0-0,Alex Gordon grounded out to first.,"Foul Ball, Swinging Strike, Foul Ball, Ball, Foul Ball, Ground Out",Ground Out,0.85,0.2,54.7%,-0.023,-0.2,2015,4, 2
5454,11,▼ 2,Y Cespedes,C Young,0,___,0-0,Yoenis Cespedes struck out swinging.,"Ball, Ball, Foul Ball, Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.92,0.42,52.5%,-0.022,-0.2,2015,4, 2
5455,12,▼ 2,L Duda,C Young,1,___,0-0,Lucas Duda grounded out to first.,"Ball, Called Strike, Called Strike, Ground Out",Ground Out,0.64,0.22,51.0%,-0.015,-0.13,2015,4, 2
5456,13,▼ 2,T d'Arnaud,C Young,2,___,0-0,Travis d'Arnaud grounded out to third.,"Ball, Foul Ball, Ground Out",Ground Out,0.42,0.08,50.0%,-0.01,-0.08,2015,4, 2
5457,14,▲ 3,A Rios,S Matz,0,___,0-0,Alex Rios flied out to center.,"Ball, Foul Ball, Foul Ball, Ball, Ball, Fly Out",Fly Out,0.99,0.42,52.4%,-0.024,-0.2,2015,4, 3
5458,15,▲ 3,C Young,S Matz,1,___,0-0,Chris Young struck out swinging.,"Ball, Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.69,0.22,54.0%,-0.016,-0.13,2015,4, 3
5459,16,▲ 3,A Escobar,S Matz,2,___,0-0,Alcides Escobar grounded out to third.,"Ball, Foul Ball, Called Strike, Ground Out",Ground Out,0.45,0.08,55.1%,-0.011,-0.08,2015,4, 3
5460,17,▼ 3,M Conforto,C Young,0,___,0-0,Michael Conforto homered (Fly).,Home Run,Home Run,1.0,0.42,68.2%,0.131,1.0,2015,4, 3
5461,18,▼ 3,W Flores,C Young,0,___,1-0,Wilmer Flores singled to center (Liner).,Single,Single,0.77,0.42,71.4%,0.032,0.36,2015,4, 3
5462,19,▼ 3,W Flores,C Young,0,1__,1-0,Wilmer Flores advanced on a wild pitch to 2B.,,Stolen Base,1.32,0.78,74.0%,0.026,0.24,2015,4, 3
5463,20,▼ 3,S Matz,C Young,0,_2_,1-0,Steven Matz sacrificed to pitcher (Bunt Grounder). Wilmer Flores advanced to 3B.,"Ball, (Wild Pitch), Sacrifice",Sacrifice,1.13,1.02,73.3%,-0.007,-0.14,2015,4, 3
5464,21,▼ 3,C Granderson,C Young,1,__3,1-0,Curtis Granderson hit a sacrifice fly to right (Fly). Wilmer Flores scored.,"Called Strike, Ball, Called Strike, Foul Ball, Foul Ball, Sacrifice Fly, No Result",No Result,1.44,0.88,76.4%,0.031,0.2,2015,4, 3
5465,22,▼ 3,D Wright,C Young,2,___,2-0,David Wright walked.,"Swinging Strike, Ball, Called Strike, Ball, Foul Ball, Foul Ball, Ball, Walked",Walk,0.27,0.08,77.1%,0.007,0.11,2015,4, 3
5466,23,▼ 3,D Murphy,C Young,2,1__,2-0,Daniel Murphy flied out to second.,"Pickoff Throw (First Base), Ball, Ball, Fly Out",Fly Out,0.52,0.2,75.8%,-0.014,-0.2,2015,4, 3
5467,24,▲ 4,B Zobrist,S Matz,0,___,2-0,Ben Zobrist struck out looking.,"Called Strike, Foul Ball, Foul Ball, Strikeout Looking",Strikeout,1.02,0.42,78.2%,-0.025,-0.2,2015,4, 4
5468,25,▲ 4,L Cain,S Matz,1,___,2-0,Lorenzo Cain struck out looking.,"Called Strike, Foul Ball, Ball, Ball, Foul Ball, Strikeout Looking",Strikeout,0.68,0.22,79.8%,-0.016,-0.13,2015,4, 4
5469,26,▲ 4,E Hosmer,S Matz,2,___,2-0,Eric Hosmer grounded out to second.,"Swinging Strike, Ball, Ground Out",Ground Out,0.42,0.08,80.8%,-0.01,-0.08,2015,4, 4
5470,27,▼ 4,Y Cespedes,C Young,0,___,2-0,Yoenis Cespedes struck out swinging.,"Ball, Called Strike, Ball, Ball, Swinging Strike, Strikeout Swinging",Strikeout,0.53,0.42,79.6%,-0.013,-0.2,2015,4, 4
5471,28,▼ 4,L Duda,C Young,1,___,2-0,Lucas Duda struck out swinging.,"Foul Ball, Ball, Foul Ball, Foul Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.38,0.22,78.7%,-0.009,-0.13,2015,4, 4
5472,29,▼ 4,T d'Arnaud,C Young,2,___,2-0,Travis d'Arnaud flied out to first.,Fly Out,Fly Out,0.26,0.08,78.0%,-0.006,-0.08,2015,4, 4
5473,30,▲ 5,M Moustakas,S Matz,0,___,2-0,Mike Moustakas grounded out to first.,"Called Strike, Ground Out",Ground Out,1.1,0.42,80.7%,-0.026,-0.2,2015,4, 5
5474,31,▲ 5,S Perez,S Matz,1,___,2-0,Salvador Perez doubled to center (Liner).,"Ball, Called Strike, Foul Ball, Ball, Double",Double,0.74,0.22,75.6%,0.051,0.4,2015,4, 5
5475,32,▲ 5,A Gordon,S Matz,1,_2_,2-0,Alex Gordon singled to right (Liner). Salvador Perez scored.,"Ball, Foul Ball, Foul Ball, Single",Single,1.61,0.61,65.4%,0.102,0.84,2015,4, 5
5476,33,▲ 5,A Rios,S Matz,1,1__,2-1,Alex Rios flied out to center.,"Called Strike, Fly Out",Fly Out,1.74,0.45,69.3%,-0.039,-0.26,2015,4, 5
5477,34,▲ 5,K Morales,S Matz,2,1__,2-1,Kendrys Morales singled to center (Grounder). Alex Gordon advanced to 2B.,"Ball, Ball, Single",Single,1.18,0.2,66.4%,0.03,0.2,2015,4, 5
5478,35,▲ 5,A Escobar,S Matz,2,12_,2-1,Alcides Escobar flied out to right.,"Ball, Ball, Fly Out",Fly Out,2.52,0.39,72.5%,-0.061,-0.39,2015,4, 5
5479,36,▼ 5,M Conforto,D Duffy,0,___,2-1,Michael Conforto homered (Fly).,"Called Strike, Foul Ball, Ball, Ball, Home Run",Home Run,0.78,0.42,83.4%,0.11,1.0,2015,4, 5
5480,37,▼ 5,W Flores,D Duffy,0,___,3-1,Wilmer Flores struck out looking.,"Foul Ball, Called Strike, Strikeout Looking",Strikeout,0.49,0.42,82.3%,-0.012,-0.2,2015,4, 5
5481,38,▼ 5,S Matz,D Duffy,1,___,3-1,Steven Matz flied out to center.,"Ball, Foul Ball, Ball, Fly Out",Fly Out,0.35,0.22,81.4%,-0.008,-0.13,2015,4, 5
5482,39,▼ 5,C Granderson,D Duffy,2,___,3-1,Curtis Granderson singled to first (Grounder).,"Ball, Single",Single,0.24,0.08,82.1%,0.007,0.11,2015,4, 5
5483,40,▼ 5,C Granderson,D Duffy,2,1__,3-1,Curtis Granderson was caught stealing.,"Swinging Strike, Swinging Strike, Ball, Ball, (Caught Stealing)",Caught Stealing,0.47,0.2,80.9%,-0.012,-0.2,2015,4, 5
5484,41,▲ 6,B Zobrist,S Matz,0,___,3-1,Ben Zobrist doubled to center (Liner).,Double,Double,1.17,0.42,72.6%,0.083,0.61,2015,4, 6
5485,42,▲ 6,L Cain,S Matz,0,_2_,3-1,Lorenzo Cain singled to center (Grounder). Ben Zobrist scored.,"Ball, Called Strike, Foul Ball, Single",Single,1.92,1.02,62.1%,0.105,0.76,2015,4, 6
5486,43,▲ 6,L Cain,J Niese,0,1__,3-2,Lorenzo Cain advanced on a stolen base to 2B.,,Stolen Base,2.59,0.78,57.6%,0.044,0.24,2015,4, 6
5487,44,▲ 6,E Hosmer,J Niese,0,_2_,3-2,Eric Hosmer flied out to center.,"Pickoff Throw (First Base), Ball, Ball, Called Strike, Foul Ball, Foul Ball, Ball, (Stolen Base), Fly Out",Fly Out,2.25,1.02,64.8%,-0.071,-0.41,2015,4, 6
5488,45,▲ 6,M Moustakas,J Niese,1,_2_,3-2,Mike Moustakas grounded out to third.,"Swinging Strike, Ball, Foul Tip, Ground Out",Ground Out,2.17,0.61,70.5%,-0.057,-0.32,2015,4, 6
5489,46,▲ 6,L Cain,B Colon,2,_2_,3-2,Lorenzo Cain advanced on error to 3B. Error by Bartolo Colon.,,Stolen Base,2.0,0.29,69.9%,0.007,0.04,2015,4, 6
5490,47,▲ 6,S Perez,B Colon,2,__3,3-2,Salvador Perez struck out swinging.,"Ball, Pickoff Throw (Second Base), Called Strike, Called Strike, Foul Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,2.31,0.32,75.9%,-0.06,-0.32,2015,4, 6
5491,48,▼ 6,D Wright,L Hochevar,0,___,3-2,David Wright flied out to center.,"Foul Ball, Ball, Foul Ball, Fly Out",Fly Out,0.75,0.42,74.1%,-0.018,-0.2,2015,4, 6
5492,49,▼ 6,D Murphy,L Hochevar,1,___,3-2,Daniel Murphy flied out to left.,"Called Strike, Fly Out",Fly Out,0.54,0.22,72.8%,-0.013,-0.13,2015,4, 6
5493,50,▼ 6,Y Cespedes,L Hochevar,2,___,3-2,Yoenis Cespedes flied out to right.,"Ball, Ball, Called Strike, Foul Ball, Fly Out",Fly Out,0.37,0.08,71.9%,-0.009,-0.08,2015,4, 6
5494,51,▲ 7,A Gordon,A Reed,0,___,3-2,Alex Gordon flied out to right.,"Called Strike, Called Strike, Ball, Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Fly Out",Fly Out,1.73,0.42,76.1%,-0.041,-0.2,2015,4, 7
5495,52,▲ 7,A Rios,A Reed,1,___,3-2,Alex Rios lined out to shortstop.,"Swinging Strike, Swinging Strike, Ball, Foul Ball, Line Drive",Line Out,1.2,0.22,78.9%,-0.028,-0.13,2015,4, 7
5496,53,▲ 7,J Dyson,A Reed,2,___,3-2,Jarrod Dyson struck out swinging.,"Called Strike, Ball, Foul Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.77,0.08,80.8%,-0.019,-0.08,2015,4, 7
5497,54,▼ 7,L Duda,R Madson,0,___,3-2,Lucas Duda flied out to third.,"Ball, Ball, Foul Ball, Called Strike, Ball, Fly Out",Fly Out,0.66,0.42,79.2%,-0.016,-0.2,2015,4, 7
5498,55,▼ 7,T d'Arnaud,R Madson,1,___,3-2,Travis d'Arnaud struck out looking.,"Called Strike, Foul Ball, Foul Ball, Strikeout Looking",Strikeout,0.48,0.22,78.1%,-0.011,-0.13,2015,4, 7
5499,56,▼ 7,M Conforto,R Madson,2,___,3-2,Michael Conforto struck out swinging.,"Ball, Swinging Strike, Ball, Swinging Strike, Ball, Strikeout Swinging",Strikeout,0.33,0.08,77.3%,-0.008,-0.08,2015,4, 7
5500,57,▲ 8,A Escobar,T Clippard,0,___,3-2,Alcides Escobar grounded out to pitcher.,"Called Strike, Swinging Strike, Ball, Ground Out",Ground Out,2.12,0.42,82.4%,-0.051,-0.2,2015,4, 8
5501,58,▲ 8,B Zobrist,T Clippard,1,___,3-2,Ben Zobrist walked.,"Ball, Ball, Called Strike, Ball, Walked",Walk,1.48,0.22,76.3%,0.061,0.24,2015,4, 8
5502,59,▲ 8,L Cain,T Clippard,1,1__,3-2,Lorenzo Cain walked. Ben Zobrist advanced to 2B.,"Foul Ball, Foul Ball, Foul Ball, Ball, Pickoff Throw (First Base), Foul Ball, Ball, Ball, Walked",Walk,2.9,0.45,67.6%,0.087,0.37,2015,4, 8
5503,60,▲ 8,E Hosmer,J Familia,1,12_,3-2,"Eric Hosmer reached on error to second (Grounder). Ben Zobrist
scored on error. Lorenzo Cain advanced to 3B on error. Error by Daniel Murphy.","Swinging Strike, Error",Error,4.85,0.82,34.4%,0.331,1.29,2015,4, 8
5504,61,▲ 8,M Moustakas,J Familia,1,1_3,3-3,Mike Moustakas singled to right (Grounder). Lorenzo Cain scored. Eric Hosmer advanced to 3B.,Single,Single,4.44,1.11,16.1%,0.184,1.0,2015,4, 8
5505,62,▲ 8,S Perez,J Familia,1,1_3,3-4,Salvador Perez singled to right (Liner). Eric Hosmer scored. Mike Moustakas advanced to 3B.,"Ball, Ball, Pickoff Throw (First Base), Foul Ball, Foul Ball, Single",Single,1.89,1.11,8.0%,0.081,1.0,2015,4, 8
5506,63,▲ 8,A Gordon,J Familia,1,1_3,3-5,Alex Gordon grounded into a double play to second (Grounder). Salvador Perez out at second.,Grounded Into Double Play,Grounded Into Double Play,0.96,1.11,13.4%,-0.054,-1.11,2015,4, 8
5507,64,▼ 8,W Flores,W Davis,0,___,3-5,Wilmer Flores struck out swinging.,"Ball, Foul Ball, No Result, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,1.54,0.42,9.7%,-0.037,-0.2,2015,4, 8
5508,65,▼ 8,K Johnson,W Davis,1,___,3-5,Kelly Johnson flied out to right.,"Swinging Strike, Fly Out",Fly Out,0.99,0.22,7.4%,-0.023,-0.13,2015,4, 8
5509,66,▼ 8,C Granderson,W Davis,2,___,3-5,Curtis Granderson grounded out to second.,"Ball, Called Strike, Called Strike, Foul Ball, Ground Out",Ground Out,0.54,0.08,6.1%,-0.013,-0.08,2015,4, 8
5510,67,▲ 9,P Orlando,H Robles,0,___,3-5,Paulo Orlando struck out looking.,"Foul Ball, Ball, Ball, Swinging Strike, Ball, Strikeout Looking",Strikeout,0.23,0.42,6.6%,-0.006,-0.2,2015,4, 9
5511,68,▲ 9,W Davis,H Robles,1,___,3-5,Wade Davis struck out looking.,"Called Strike, Ball, Called Strike, Strikeout Looking",Strikeout,0.17,0.22,7.0%,-0.004,-0.13,2015,4, 9
5512,69,▲ 9,A Escobar,H Robles,2,___,3-5,Alcides Escobar flied out to center.,"Ball, Swinging Strike, Ball, Foul Ball, Fly Out",Fly Out,0.12,0.08,7.3%,-0.003,-0.08,2015,4, 9
5513,70,▼ 9,D Wright,W Davis,0,___,3-5,David Wright struck out swinging.,"Ball, Foul Ball, Swinging Strike, Ball, Strikeout Swinging",Strikeout,1.59,0.42,3.5%,-0.038,-0.2,2015,4, 9
5514,71,▼ 9,D Murphy,W Davis,1,___,3-5,Daniel Murphy singled to third (Grounder).,"Ball, Ball, Called Strike, Foul Ball, Single",Single,0.98,0.22,8.8%,0.054,0.24,2015,4, 9
5515,72,▼ 9,Y Cespedes,W Davis,1,1__,3-5,Yoenis Cespedes singled to right (Liner). Daniel Murphy advanced to 2B.,"Ball, Swinging Strike, Single",Single,2.31,0.45,17.5%,0.087,0.37,2015,4, 9
5516,73,▼ 9,L Duda,W Davis,1,12_,3-5,Lucas Duda lined out to third. Yoenis Cespedes out at second.,"Foul Ball, Line Drive",Line Out,4.42,0.82,0.0%,-0.175,-0.82,2015,4, 9
5517,1,▲ 1,A Escobar,N Syndergaard,0,___,0-0,Alcides Escobar struck out swinging.,"Ball, Called Strike, Foul Ball, Strikeout Swinging",Strikeout,0.87,0.42,52.1%,-0.021,-0.2,2015,3, 1
5518,2,▲ 1,B Zobrist,N Syndergaard,1,___,0-0,Ben Zobrist doubled to center (Fly).,"Ball, Called Strike, Ball, Swinging Strike, Ball, Foul Ball, Double",Double,0.6,0.22,47.9%,0.042,0.4,2015,3, 1
5519,3,▲ 1,L Cain,N Syndergaard,1,_2_,0-0,Lorenzo Cain singled to third (Grounder). Ben Zobrist advanced to 3B.,"Swinging Strike, Single",Single,1.29,0.61,42.7%,0.051,0.5,2015,3, 1
5520,4,▲ 1,E Hosmer,N Syndergaard,1,1_3,0-0,Eric Hosmer reached on fielder's choice to first. Ben Zobrist scored. Lorenzo Cain out at second.,"Pickoff Throw (First Base), Ball, Fielder's Choice",Fielders Choice,2.06,1.11,41.0%,0.018,0.09,2015,3, 1
5521,5,▲ 1,M Moustakas,N Syndergaard,2,1__,0-1,Mike Moustakas grounded out to pitcher.,"Called Strike, Ball, Called Strike, Foul Ball, Ground Out",Ground Out,0.71,0.2,42.8%,-0.019,-0.2,2015,3, 1
5522,6,▼ 1,C Granderson,Y Ventura,0,___,0-1,Curtis Granderson singled to second (Grounder).,"Called Strike, Swinging Strike, Ball, Single",Single,0.94,0.42,46.9%,0.04,0.36,2015,3, 1
5523,7,▼ 1,D Wright,Y Ventura,0,1__,0-1,David Wright homered (Fly). Curtis Granderson scored.,"Foul Ball, Home Run",Home Run,1.67,0.78,65.6%,0.188,1.64,2015,3, 1
5524,8,▼ 1,D Murphy,Y Ventura,0,___,2-1,Daniel Murphy flied out to shortstop.,Fly Out,Fly Out,0.72,0.42,63.9%,-0.017,-0.2,2015,3, 1
5525,9,▼ 1,Y Cespedes,Y Ventura,1,___,2-1,Yoenis Cespedes struck out looking.,"Ball, Swinging Strike, Foul Ball, Strikeout Looking",Strikeout,0.51,0.22,62.7%,-0.012,-0.13,2015,3, 1
5526,10,▼ 1,L Duda,Y Ventura,2,___,2-1,Lucas Duda grounded out to second.,"Called Strike, Ball, Swinging Strike, Ground Out, No Result",No Result,0.33,0.08,61.9%,-0.008,-0.08,2015,3, 1
5527,11,▲ 2,S Perez,N Syndergaard,0,___,2-1,Salvador Perez singled to third (Liner).,"Foul Ball, Swinging Strike, Ball, Ball, Single",Single,0.98,0.42,57.7%,0.042,0.36,2015,3, 2
5528,12,▲ 2,A Gordon,N Syndergaard,0,1__,2-1,Alex Gordon singled to right (Liner). Salvador Perez advanced to 2B.,"Swinging Strike, Ball, Swinging Strike, Single",Single,1.74,0.78,51.0%,0.067,0.59,2015,3, 2
5529,13,▲ 2,A Rios,N Syndergaard,0,12_,2-1,"Alex Rios singled to left (Liner). Salvador Perez scored.
Alex Gordon out at third. Alex Rios advanced to 2B.","Single, No Result",No Result,2.4,1.38,47.7%,0.033,0.24,2015,3, 2
5530,14,▲ 2,Y Ventura,N Syndergaard,1,_2_,2-2,Yordano Ventura sacrificed to pitcher (Bunt Grounder). Alex Rios advanced to 3B.,"Called Strike, Sacrifice",Sacrifice,1.38,0.61,50.9%,-0.032,-0.29,2015,3, 2
5531,15,▲ 2,A Rios,N Syndergaard,2,__3,2-2,Alex Rios advanced on a passed ball to score. Passed ball by Travis d'Arnaud.,,Stolen Base,1.48,0.32,41.3%,0.096,0.76,2015,3, 2
5532,16,▲ 2,A Escobar,N Syndergaard,2,___,2-3,Alcides Escobar singled to center (Liner).,"Swinging Strike, (Passed Ball), Single",Single,0.36,0.08,40.2%,0.011,0.11,2015,3, 2
5533,17,▲ 2,A Escobar,N Syndergaard,2,1__,2-3,Alcides Escobar advanced on a stolen base to 2B.,,Stolen Base,0.74,0.2,39.2%,0.01,0.09,2015,3, 2
5534,18,▲ 2,B Zobrist,N Syndergaard,2,_2_,2-3,Ben Zobrist flied out to center.,"Pickoff Throw (First Base), Ball, (Stolen Base), Called Strike, Swinging Strike, Foul Ball, Fly Out",Fly Out,1.11,0.29,42.2%,-0.03,-0.29,2015,3, 2
5535,19,▼ 2,T d'Arnaud,Y Ventura,0,___,2-3,Travis d'Arnaud flied out to center.,"Called Strike, Foul Ball, Ball, Foul Ball, Ball, Ball, Fly Out",Fly Out,1.01,0.42,39.8%,-0.024,-0.2,2015,3, 2
5536,20,▼ 2,M Conforto,Y Ventura,1,___,2-3,Michael Conforto grounded out to third.,"Called Strike, Called Strike, Ground Out",Ground Out,0.7,0.22,38.2%,-0.016,-0.13,2015,3, 2
5537,21,▼ 2,W Flores,Y Ventura,2,___,2-3,Wilmer Flores flied out to right.,"Called Strike, Ball, Fly Out",Fly Out,0.45,0.08,37.1%,-0.011,-0.08,2015,3, 2
5538,22,▲ 3,L Cain,N Syndergaard,0,___,2-3,Lorenzo Cain flied out to shortstop.,"Ball, Ball, Called Strike, Foul Ball, Ball, Fly Out",Fly Out,0.84,0.42,39.1%,-0.02,-0.2,2015,3, 3
5539,23,▲ 3,E Hosmer,N Syndergaard,1,___,2-3,Eric Hosmer grounded out to first.,"Foul Ball, Ball, Ball, Foul Ball, No Result, Foul Ball, Ground Out",Ground Out,0.58,0.22,40.4%,-0.014,-0.13,2015,3, 3
5540,24,▲ 3,M Moustakas,N Syndergaard,2,___,2-3,Mike Moustakas flied out to shortstop.,"Ball, Fly Out",Fly Out,0.39,0.08,41.4%,-0.009,-0.08,2015,3, 3
5541,25,▼ 3,N Syndergaard,Y Ventura,0,___,2-3,Noah Syndergaard singled to right (Liner).,"Called Strike, Called Strike, Single",Single,1.1,0.42,46.1%,0.047,0.36,2015,3, 3
5542,26,▼ 3,C Granderson,Y Ventura,0,1__,2-3,Curtis Granderson homered (Liner). Noah Syndergaard scored.,"Ball, Ball, Called Strike, Home Run",Home Run,1.95,0.78,68.2%,0.221,1.64,2015,3, 3
5543,27,▼ 3,D Wright,Y Ventura,0,___,4-3,David Wright grounded out to third.,"Ball, Ground Out",Ground Out,0.77,0.42,66.4%,-0.018,-0.2,2015,3, 3
5544,28,▼ 3,D Murphy,Y Ventura,1,___,4-3,Daniel Murphy grounded out to second.,"Called Strike, Foul Ball, Ground Out",Ground Out,0.54,0.22,65.1%,-0.013,-0.13,2015,3, 3
5545,29,▼ 3,Y Cespedes,Y Ventura,2,___,4-3,Yoenis Cespedes grounded out to third.,"Ball, Ground Out",Ground Out,0.36,0.08,64.2%,-0.009,-0.08,2015,3, 3
5546,30,▲ 4,S Perez,N Syndergaard,0,___,4-3,Salvador Perez grounded out to third.,Ground Out,Ground Out,1.16,0.42,67.0%,-0.028,-0.2,2015,3, 4
5547,31,▲ 4,A Gordon,N Syndergaard,1,___,4-3,Alex Gordon struck out looking.,"Called Strike, Ball, Ball, Called Strike, Strikeout Looking",Strikeout,0.79,0.22,68.8%,-0.018,-0.13,2015,3, 4
5548,32,▲ 4,A Rios,N Syndergaard,2,___,4-3,Alex Rios grounded out to shortstop.,"Ball, Called Strike, Called Strike, Foul Ball, Ground Out",Ground Out,0.5,0.08,70.0%,-0.012,-0.08,2015,3, 4
5549,33,▼ 4,L Duda,Y Ventura,0,___,4-3,Lucas Duda singled to left (Liner).,"Ball, Ball, Called Strike, Single",Single,0.78,0.42,73.2%,0.032,0.36,2015,3, 4
5550,34,▼ 4,T d'Arnaud,Y Ventura,0,1__,4-3,Travis d'Arnaud doubled to left (Liner). Lucas Duda advanced to 3B.,Double,Double,1.34,0.78,82.9%,0.097,1.1,2015,3, 4
5551,35,▼ 4,M Conforto,Y Ventura,0,_23,4-3,Michael Conforto singled to first (Grounder). Lucas Duda scored. Travis d'Arnaud advanced to 3B.,"Ball, Foul Ball, Single",Single,1.28,1.88,88.8%,0.059,0.86,2015,3, 4
5552,36,▼ 4,W Flores,Y Ventura,0,1_3,5-3,Wilmer Flores fouled out to first.,"Ball, Ball, Foul Fly Out",Foul Fly Out,0.87,1.75,85.3%,-0.035,-0.64,2015,3, 4
5553,37,▼ 4,N Syndergaard,D Duffy,1,1_3,5-3,Noah Syndergaard struck out looking.,"Ball, Called Strike, Ball, Foul Bunt, Strikeout Looking",Strikeout,1.28,1.11,81.0%,-0.043,-0.66,2015,3, 4
5554,38,▼ 4,C Granderson,D Duffy,2,1_3,5-3,Curtis Granderson flied out to center.,"Ball, Ball, Swinging Strike, Foul Ball, Fly Out",Fly Out,1.14,0.45,78.0%,-0.03,-0.45,2015,3, 4
5555,39,▲ 5,A Mondesi,N Syndergaard,0,___,5-3,Raul Mondesi struck out swinging.,"Ball, Foul Tip, Called Strike, Strikeout Swinging",Strikeout,1.1,0.42,80.7%,-0.026,-0.2,2015,3, 5
5556,40,▲ 5,A Escobar,N Syndergaard,1,___,5-3,Alcides Escobar struck out swinging.,"Called Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.74,0.22,82.4%,-0.017,-0.13,2015,3, 5
5557,41,▲ 5,B Zobrist,N Syndergaard,2,___,5-3,Ben Zobrist flied out to right.,"Ball, Ball, Fly Out",Fly Out,0.44,0.08,83.4%,-0.011,-0.08,2015,3, 5
5558,42,▼ 5,D Wright,L Hochevar,0,___,5-3,David Wright struck out looking.,"Called Strike, Swinging Strike, Strikeout Looking",Strikeout,0.49,0.42,82.3%,-0.012,-0.2,2015,3, 5
5559,43,▼ 5,D Murphy,L Hochevar,1,___,5-3,Daniel Murphy grounded out to pitcher.,"Ball, Foul Ball, Swinging Strike, Ground Out",Ground Out,0.35,0.22,81.4%,-0.008,-0.13,2015,3, 5
5560,44,▼ 5,Y Cespedes,L Hochevar,2,___,5-3,Yoenis Cespedes singled to center (Liner).,"Ball, Foul Ball, Ball, Single",Single,0.24,0.08,82.1%,0.007,0.11,2015,3, 5
5561,45,▼ 5,L Duda,L Hochevar,2,1__,5-3,Lucas Duda struck out looking.,"Ball, Swinging Strike, Foul Ball, Pickoff Throw (First Base), Pickoff Throw (First Base), Strikeout Looking",Strikeout,0.47,0.2,80.9%,-0.012,-0.2,2015,3, 5
5562,46,▲ 6,L Cain,N Syndergaard,0,___,5-3,Lorenzo Cain struck out swinging.,"Called Strike, Swinging Strike, Ball, Foul Ball, No Result, Strikeout Swinging",Strikeout,1.17,0.42,83.7%,-0.028,-0.2,2015,3, 6
5563,47,▲ 6,E Hosmer,N Syndergaard,1,___,5-3,Eric Hosmer struck out swinging.,"Ball, Called Strike, Ball, Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,0.78,0.22,85.5%,-0.018,-0.13,2015,3, 6
5564,48,▲ 6,M Moustakas,N Syndergaard,2,___,5-3,Mike Moustakas singled to second (Grounder).,"Called Strike, Ball, Single",Single,0.45,0.08,83.9%,0.017,0.11,2015,3, 6
